"Ticker","Date","Close","Volume"
"ROOT",2020-10-28,486,882778
"ROOT",2020-10-29,464.399993896484,295922
"ROOT",2020-10-30,431.459991455078,278961
"ROOT",2020-11-02,426.420013427734,173961
"ROOT",2020-11-03,409.5,208811
"ROOT",2020-11-04,414.540008544922,41389
"ROOT",2020-11-05,427.679992675781,51606
"ROOT",2020-11-06,409.320007324219,35000
"ROOT",2020-11-09,408.779998779297,61372
"ROOT",2020-11-10,412.019989013672,58172
"ROOT",2020-11-11,409.320007324219,29983
"ROOT",2020-11-12,402.299987792969,34067
"ROOT",2020-11-13,378,44889
"ROOT",2020-11-16,357.299987792969,81811
"ROOT",2020-11-17,345.959991455078,49467
"ROOT",2020-11-18,309.059997558594,168094
"ROOT",2020-11-19,346.679992675781,143233
"ROOT",2020-11-20,342,35139
"ROOT",2020-11-23,306.359985351562,162761
"ROOT",2020-11-24,301.140014648438,76133
"ROOT",2020-11-25,306.179992675781,65261
"ROOT",2020-11-27,310.140014648438,34917
"ROOT",2020-11-30,318.600006103516,68478
"ROOT",2020-12-01,306,87172
"ROOT",2020-12-02,264.600006103516,176767
"ROOT",2020-12-03,257.399993896484,287522
"ROOT",2020-12-04,256.679992675781,126022
"ROOT",2020-12-07,279.359985351562,138294
"ROOT",2020-12-08,269.459991455078,82728
"ROOT",2020-12-09,253.259994506836,83967
"ROOT",2020-12-10,252.360000610352,161844
"ROOT",2020-12-11,253.800003051758,84944
"ROOT",2020-12-14,262.799987792969,83756
"ROOT",2020-12-15,254.520004272461,104778
"ROOT",2020-12-16,250.380004882812,72106
"ROOT",2020-12-17,254.520004272461,127867
"ROOT",2020-12-18,252.899993896484,175094
"ROOT",2020-12-21,295.380004882812,333800
"ROOT",2020-12-22,326.519989013672,319278
"ROOT",2020-12-23,330.660003662109,206528
"ROOT",2020-12-24,309.059997558594,102606
"ROOT",2020-12-28,314.820007324219,138867
"ROOT",2020-12-29,303.839996337891,92789
"ROOT",2020-12-30,297.899993896484,167233
"ROOT",2020-12-31,282.779998779297,105594
"ROOT",2021-01-04,288.899993896484,161611
"ROOT",2021-01-05,310.679992675781,120883
"ROOT",2021-01-06,301.140014648438,81467
"ROOT",2021-01-07,331.200012207031,123911
"ROOT",2021-01-08,347.940002441406,146611
"ROOT",2021-01-11,334.079986572266,94372
"ROOT",2021-01-12,345.779998779297,106683
"ROOT",2021-01-13,416.700012207031,427078
"ROOT",2021-01-14,378,163233
"ROOT",2021-01-15,357.480010986328,119072
"ROOT",2021-01-19,342.179992675781,111117
"ROOT",2021-01-20,321.839996337891,188578
"ROOT",2021-01-21,320.040008544922,106933
"ROOT",2021-01-22,352.619995117188,122889
"ROOT",2021-01-25,376.559997558594,183450
"ROOT",2021-01-26,392.940002441406,115456
"ROOT",2021-01-27,394.920013427734,216750
"ROOT",2021-01-28,369.540008544922,116144
"ROOT",2021-01-29,362.790008544922,80483
"ROOT",2021-02-01,382.679992675781,99800
"ROOT",2021-02-02,385.380004882812,100833
"ROOT",2021-02-03,402.299987792969,56789
"ROOT",2021-02-04,394.380004882812,57033
"ROOT",2021-02-05,391.859985351562,61478
"ROOT",2021-02-08,373.320007324219,102778
"ROOT",2021-02-09,393.839996337891,60750
"ROOT",2021-02-10,384.480010986328,40256
"ROOT",2021-02-11,374.399993896484,36222
"ROOT",2021-02-12,366.119995117188,48139
"ROOT",2021-02-16,352.079986572266,97628
"ROOT",2021-02-17,352.079986572266,75317
"ROOT",2021-02-18,330.480010986328,55833
"ROOT",2021-02-19,320.579986572266,118883
"ROOT",2021-02-22,311.940002441406,104078
"ROOT",2021-02-23,299.519989013672,90650
"ROOT",2021-02-24,293.760009765625,55744
"ROOT",2021-02-25,295.559997558594,100017
"ROOT",2021-02-26,242.820007324219,488461
"ROOT",2021-03-01,248.580001831055,105928
"ROOT",2021-03-02,243.899993896484,123056
"ROOT",2021-03-03,252.360000610352,179628
"ROOT",2021-03-04,241.919998168945,163572
"ROOT",2021-03-05,233.100006103516,126700
"ROOT",2021-03-08,222.300003051758,88239
"ROOT",2021-03-09,219.059997558594,230606
"ROOT",2021-03-10,207,202589
"ROOT",2021-03-11,211.320007324219,180800
"ROOT",2021-03-12,197.820007324219,203817
"ROOT",2021-03-15,205.380004882812,187928
"ROOT",2021-03-16,201.960006713867,241628
"ROOT",2021-03-17,203.220001220703,232983
"ROOT",2021-03-18,201.419998168945,157428
"ROOT",2021-03-19,216,400233
"ROOT",2021-03-22,213.839996337891,372089
"ROOT",2021-03-23,223.199996948242,245250
"ROOT",2021-03-24,220.860000610352,235456
"ROOT",2021-03-25,231.660003662109,450439
"ROOT",2021-03-26,258.119995117188,1409928
"ROOT",2021-03-29,234.899993896484,337033
"ROOT",2021-03-30,234.720001220703,270322
"ROOT",2021-03-31,229.139999389648,452800
"ROOT",2021-04-01,219.419998168945,201250
"ROOT",2021-04-05,215.279998779297,287056
"ROOT",2021-04-06,221.399993896484,155894
"ROOT",2021-04-07,217.440002441406,93089
"ROOT",2021-04-08,222.300003051758,189900
"ROOT",2021-04-09,213.479995727539,151306
"ROOT",2021-04-12,203.580001831055,116500
"ROOT",2021-04-13,203.220001220703,112228
"ROOT",2021-04-14,199.800003051758,104761
"ROOT",2021-04-15,200.160003662109,129083
"ROOT",2021-04-16,199.979995727539,85156
"ROOT",2021-04-19,183.600006103516,222328
"ROOT",2021-04-20,178.199996948242,158578
"ROOT",2021-04-21,183.600006103516,94133
"ROOT",2021-04-22,184.679992675781,82228
"ROOT",2021-04-23,191.880004882812,135289
"ROOT",2021-04-26,197.639999389648,223822
"ROOT",2021-04-27,201.960006713867,122061
"ROOT",2021-04-28,195.300003051758,98244
"ROOT",2021-04-29,195.300003051758,76422
"ROOT",2021-04-30,193.860000610352,82561
"ROOT",2021-05-03,191.880004882812,79550
"ROOT",2021-05-04,189,83889
"ROOT",2021-05-05,183.600006103516,129256
"ROOT",2021-05-06,183.960006713867,384961
"ROOT",2021-05-07,187.020004272461,176633
"ROOT",2021-05-10,170.100006103516,205133
"ROOT",2021-05-11,170.009994506836,246161
"ROOT",2021-05-12,163.080001831055,128050
"ROOT",2021-05-13,161.820007324219,134489
"ROOT",2021-05-14,168.119995117188,168339
"ROOT",2021-05-17,164.160003662109,100806
"ROOT",2021-05-18,170.910003662109,74644
"ROOT",2021-05-19,164.339996337891,132072
"ROOT",2021-05-20,166.679992675781,69172
"ROOT",2021-05-21,164.520004272461,60011
"ROOT",2021-05-24,160.740005493164,85872
"ROOT",2021-05-25,150.839996337891,233128
"ROOT",2021-05-26,156.419998168945,200533
"ROOT",2021-05-27,160.380004882812,125878
"ROOT",2021-05-28,164.160003662109,335067
"ROOT",2021-06-01,166.5,206222
"ROOT",2021-06-02,177.119995117188,267167
"ROOT",2021-06-03,172.440002441406,170244
"ROOT",2021-06-04,171,96761
"ROOT",2021-06-07,176.399993896484,158733
"ROOT",2021-06-08,203.580001831055,631644
"ROOT",2021-06-09,242.460006713867,2396950
"ROOT",2021-06-10,216.360000610352,505800
"ROOT",2021-06-11,215.820007324219,243022
"ROOT",2021-06-14,216.179992675781,256078
"ROOT",2021-06-15,194.399993896484,335689
"ROOT",2021-06-16,194.039993286133,232922
"ROOT",2021-06-17,197.639999389648,231389
"ROOT",2021-06-18,192.779998779297,229828
"ROOT",2021-06-21,190.259994506836,140994
"ROOT",2021-06-22,193.320007324219,133722
"ROOT",2021-06-23,194.220001220703,176539
"ROOT",2021-06-24,197.279998779297,179983
"ROOT",2021-06-25,193.5,693439
"ROOT",2021-06-28,199.080001831055,217628
"ROOT",2021-06-29,194.399993896484,209717
"ROOT",2021-06-30,194.759994506836,105439
"ROOT",2021-07-01,178.919998168945,203389
"ROOT",2021-07-02,172.080001831055,144311
"ROOT",2021-07-06,170.820007324219,103967
"ROOT",2021-07-07,163.259994506836,107622
"ROOT",2021-07-08,163.440002441406,172983
"ROOT",2021-07-09,164.699996948242,95744
"ROOT",2021-07-12,161.639999389648,112772
"ROOT",2021-07-13,157.679992675781,115706
"ROOT",2021-07-14,147.419998168945,196056
"ROOT",2021-07-15,149.580001831055,193150
"ROOT",2021-07-16,144.720001220703,716733
"ROOT",2021-07-19,143.279998779297,150911
"ROOT",2021-07-20,146.699996948242,218111
"ROOT",2021-07-21,147.600006103516,120806
"ROOT",2021-07-22,142.559997558594,95283
"ROOT",2021-07-23,137.880004882812,115772
"ROOT",2021-07-26,140.039993286133,110889
"ROOT",2021-07-27,133.919998168945,161217
"ROOT",2021-07-28,138.419998168945,102467
"ROOT",2021-07-29,139.5,72117
"ROOT",2021-07-30,137.339996337891,80650
"ROOT",2021-08-02,130.5,211294
"ROOT",2021-08-03,132.660003662109,120172
"ROOT",2021-08-04,131.039993286133,96500
"ROOT",2021-08-05,129.960006713867,174033
"ROOT",2021-08-06,129.059997558594,143411
"ROOT",2021-08-09,136.080001831055,135306
"ROOT",2021-08-10,123.660003662109,357539
"ROOT",2021-08-11,123.660003662109,486344
"ROOT",2021-08-12,99.7200012207031,1265161
"ROOT",2021-08-13,94.1399993896484,461961
"ROOT",2021-08-16,99,672811
"ROOT",2021-08-17,99.9000015258789,514428
"ROOT",2021-08-18,104.940002441406,487994
"ROOT",2021-08-19,101.699996948242,200778
"ROOT",2021-08-20,101.699996948242,169322
"ROOT",2021-08-23,100.080001831055,154850
"ROOT",2021-08-24,105.120002746582,224400
"ROOT",2021-08-25,104.400001525879,219850
"ROOT",2021-08-26,106.379997253418,116772
"ROOT",2021-08-27,115.199996948242,562389
"ROOT",2021-08-30,115.019996643066,3041083
"ROOT",2021-08-31,116.099998474121,705839
"ROOT",2021-09-01,113.220001220703,502344
"ROOT",2021-09-02,112.319999694824,383333
"ROOT",2021-09-03,108.180000305176,334850
"ROOT",2021-09-07,106.73999786377,392539
"ROOT",2021-09-08,112.680000305176,1798667
"ROOT",2021-09-09,119.160003662109,1785050
"ROOT",2021-09-10,115.379997253418,1221933
"ROOT",2021-09-13,117.900001525879,642161
"ROOT",2021-09-14,109.080001831055,621211
"ROOT",2021-09-15,106.199996948242,439189
"ROOT",2021-09-16,107.459999084473,273667
"ROOT",2021-09-17,109.800003051758,855367
"ROOT",2021-09-20,104.400001525879,479367
"ROOT",2021-09-21,103.5,420633
"ROOT",2021-09-22,108.360000610352,354428
"ROOT",2021-09-23,110.699996948242,312406
"ROOT",2021-09-24,103.5,383094
"ROOT",2021-09-27,101.699996948242,299261
"ROOT",2021-09-28,97.7399978637695,378072
"ROOT",2021-09-29,94.6800003051758,368183
"ROOT",2021-09-30,94.8600006103516,348717
"ROOT",2021-10-01,93.0599975585938,306372
"ROOT",2021-10-04,86.5800018310547,492083
"ROOT",2021-10-05,89.0999984741211,390039
"ROOT",2021-10-06,91.620002746582,770489
"ROOT",2021-10-07,92.6999969482422,328983
"ROOT",2021-10-08,90,195261
"ROOT",2021-10-11,89.2799987792969,128439
"ROOT",2021-10-12,90.7200012207031,254261
"ROOT",2021-10-13,91.4400024414062,244867
"ROOT",2021-10-14,94.5,477706
"ROOT",2021-10-15,91.4400024414062,239750
"ROOT",2021-10-18,89.6399993896484,183833
"ROOT",2021-10-19,92.6999969482422,407233
"ROOT",2021-10-20,96.120002746582,345228
"ROOT",2021-10-21,98.6399993896484,279006
"ROOT",2021-10-22,94.1399993896484,171117
"ROOT",2021-10-25,95.4000015258789,195072
"ROOT",2021-10-26,89.8199996948242,255567
"ROOT",2021-10-27,86.9400024414062,214467
"ROOT",2021-10-28,86.7600021362305,226328
"ROOT",2021-10-29,83.5199966430664,219794
"ROOT",2021-11-01,89.6399993896484,299939
"ROOT",2021-11-02,88.0199966430664,209656
"ROOT",2021-11-03,91.4400024414062,270289
"ROOT",2021-11-04,90.5400009155273,202144
"ROOT",2021-11-05,88.1999969482422,211422
"ROOT",2021-11-08,91.2600021362305,242428
"ROOT",2021-11-09,89.0999984741211,198239
"ROOT",2021-11-10,84.0599975585938,454150
"ROOT",2021-11-11,104.040000915527,2962094
"ROOT",2021-11-12,100.620002746582,629033
"ROOT",2021-11-15,90.5400009155273,586200
"ROOT",2021-11-16,90,248678
"ROOT",2021-11-17,86.2200012207031,225756
"ROOT",2021-11-18,79.7399978637695,391194
"ROOT",2021-11-19,80.8199996948242,184933
"ROOT",2021-11-22,77.4000015258789,327233
"ROOT",2021-11-23,73.8000030517578,408161
"ROOT",2021-11-24,75.7799987792969,202628
"ROOT",2021-11-26,73.4400024414062,234222
"ROOT",2021-11-29,73.2600021362305,207272
"ROOT",2021-11-30,71.6399993896484,330194
"ROOT",2021-12-01,64.8000030517578,326372
"ROOT",2021-12-02,63.3600006103516,272106
"ROOT",2021-12-03,59.939998626709,273928
"ROOT",2021-12-06,61.7400016784668,229550
"ROOT",2021-12-07,66.5999984741211,233267
"ROOT",2021-12-08,68.7600021362305,142394
"ROOT",2021-12-09,63.3600006103516,222056
"ROOT",2021-12-10,60.6599998474121,215622
"ROOT",2021-12-13,59.0400009155273,126600
"ROOT",2021-12-14,58.3199996948242,161572
"ROOT",2021-12-15,59.5800018310547,220761
"ROOT",2021-12-16,57.2400016784668,156344
"ROOT",2021-12-17,55.7999992370605,465806
"ROOT",2021-12-20,54.7200012207031,300783
"ROOT",2021-12-21,56.8800010681152,316183
"ROOT",2021-12-22,57.7799987792969,244517
"ROOT",2021-12-23,58.3199996948242,193156
"ROOT",2021-12-27,55.7999992370605,189283
"ROOT",2021-12-28,55.0800018310547,222872
"ROOT",2021-12-29,51.8400001525879,292972
"ROOT",2021-12-30,55.6199989318848,333600
"ROOT",2021-12-31,55.7999992370605,200233
"ROOT",2022-01-03,59.2200012207031,188789
"ROOT",2022-01-04,56.8800010681152,177350
"ROOT",2022-01-05,53.0999984741211,189744
"ROOT",2022-01-06,51.2999992370605,255061
"ROOT",2022-01-07,51.4799995422363,106467
"ROOT",2022-01-10,50.5800018310547,194461
"ROOT",2022-01-11,51.4799995422363,97344
"ROOT",2022-01-12,50.2200012207031,137500
"ROOT",2022-01-13,47.3400001525879,129561
"ROOT",2022-01-14,48.4199981689453,179878
"ROOT",2022-01-18,44.6399993896484,207183
"ROOT",2022-01-19,42.8400001525879,144350
"ROOT",2022-01-20,41.0400009155273,189939
"ROOT",2022-01-21,34.2000007629395,570889
"ROOT",2022-01-24,34.0200004577637,320133
"ROOT",2022-01-25,34.0200004577637,180950
"ROOT",2022-01-26,30.9599990844727,332767
"ROOT",2022-01-27,28.4400005340576,262133
"ROOT",2022-01-28,32.0400009155273,395667
"ROOT",2022-01-31,36.1800003051758,358983
"ROOT",2022-02-01,37.7999992370605,190350
"ROOT",2022-02-02,35.0999984741211,149017
"ROOT",2022-02-03,32.939998626709,77283
"ROOT",2022-02-04,34.2000007629395,103656
"ROOT",2022-02-07,34.0200004577637,105894
"ROOT",2022-02-08,33.1199989318848,185456
"ROOT",2022-02-09,34.560001373291,266144
"ROOT",2022-02-10,32.2200012207031,146761
"ROOT",2022-02-11,30.7800006866455,106061
"ROOT",2022-02-14,30.4200000762939,91378
"ROOT",2022-02-15,32.2200012207031,132806
"ROOT",2022-02-16,31.5,95650
"ROOT",2022-02-17,29.7000007629395,110978
"ROOT",2022-02-18,28.7999992370605,149494
"ROOT",2022-02-22,27.7199993133545,208189
"ROOT",2022-02-23,26.1000003814697,296167
"ROOT",2022-02-24,29.5200004577637,446500
"ROOT",2022-02-25,33.2999992370605,395144
"ROOT",2022-02-28,32.5800018310547,265972
"ROOT",2022-03-01,31.3199996948242,158900
"ROOT",2022-03-02,29.3400001525879,176994
"ROOT",2022-03-03,27.7199993133545,143211
"ROOT",2022-03-04,26.8199996948242,175878
"ROOT",2022-03-07,27.7199993133545,125433
"ROOT",2022-03-08,27.3600006103516,183494
"ROOT",2022-03-09,29.8799991607666,147861
"ROOT",2022-03-10,29.5200004577637,80344
"ROOT",2022-03-11,27.5400009155273,102767
"ROOT",2022-03-14,25.2900009155273,167389
"ROOT",2022-03-15,27.3600006103516,137106
"ROOT",2022-03-16,28.9799995422363,233083
"ROOT",2022-03-17,32.5800018310547,557394
"ROOT",2022-03-18,38.8800010681152,650700
"ROOT",2022-03-21,36.9000015258789,604522
"ROOT",2022-03-22,38.5200004577637,236894
"ROOT",2022-03-23,37.7999992370605,177478
"ROOT",2022-03-24,38.5200004577637,78739
"ROOT",2022-03-25,36.7200012207031,197978
"ROOT",2022-03-28,37.439998626709,148611
"ROOT",2022-03-29,40.5,231194
"ROOT",2022-03-30,37.9799995422363,167844
"ROOT",2022-03-31,35.4599990844727,110611
"ROOT",2022-04-01,36.1800003051758,103206
"ROOT",2022-04-04,38.1599998474121,132811
"ROOT",2022-04-05,35.0999984741211,143267
"ROOT",2022-04-06,33.8400001525879,119194
"ROOT",2022-04-07,33.2999992370605,108700
"ROOT",2022-04-08,32.4000015258789,153283
"ROOT",2022-04-11,32.4000015258789,103561
"ROOT",2022-04-12,32.5800018310547,166661
"ROOT",2022-04-13,33.4799995422363,98911
"ROOT",2022-04-14,31.1399993896484,114494
"ROOT",2022-04-18,28.9799995422363,188794
"ROOT",2022-04-19,31.3199996948242,154389
"ROOT",2022-04-20,30.2399997711182,105650
"ROOT",2022-04-21,28.0799999237061,151806
"ROOT",2022-04-22,28.0799999237061,122467
"ROOT",2022-04-25,28.7999992370605,182350
"ROOT",2022-04-26,29.8799991607666,257022
"ROOT",2022-04-27,31.1399993896484,244211
"ROOT",2022-04-28,34.3800010681152,465056
"ROOT",2022-04-29,34.7400016784668,282678
"ROOT",2022-05-02,34.3800010681152,142928
"ROOT",2022-05-03,32.939998626709,95861
"ROOT",2022-05-04,34.2000007629395,95311
"ROOT",2022-05-05,31.1399993896484,125211
"ROOT",2022-05-06,29.7000007629395,148350
"ROOT",2022-05-09,26.4599990844727,211300
"ROOT",2022-05-10,24.2999992370605,222322
"ROOT",2022-05-11,21.7800006866455,211461
"ROOT",2022-05-12,22.1399993896484,253306
"ROOT",2022-05-13,24.4799995422363,207200
"ROOT",2022-05-16,22.1399993896484,138689
"ROOT",2022-05-17,23.9400005340576,109939
"ROOT",2022-05-18,23.5799999237061,94683
"ROOT",2022-05-19,24.1200008392334,70928
